"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"V3587",6,3,4,7,10,1,9,4,8,4
"V3588",8,8,6,7,9,3,1,4,1,8
"V3589",1,2,8,8,4,7,3,7,5,9
"V3590",9,5,6,4,7,5,1,2,2,2
"V3591",6,8,5,8,7,1,6,6,8,3
"V3592",7,10,2,4,9,9,7,10,1,1
"V3593",5,8,10,10,7,10,10,1,2,5
"V3594",3,6,9,10,9,7,9,9,3,5
"V3595",10,3,5,7,3,9,4,6,10,10
"V3596",5,8,2,5,10,1,1,7,1,5
"V3597",4,10,3,3,4,2,1,10,9,7
"V3598",9,6,4,10,6,4,6,6,6,10
"V3599",5,1,9,7,6,5,10,2,6,1
"V3600",5,9,10,8,6,10,2,4,3,5
"V3601",4,4,4,4,10,2,8,3,6,1
"V3602",3,1,1,2,10,5,3,8,2,7
"V3603",8,10,3,6,10,2,2,2,8,9
"V3604",1,9,9,5,10,9,10,8,10,2
"V3605",8,10,3,10,5,6,9,10,3,2
"V3606",1,2,1,2,9,3,8,1,7,8
"V3607",6,8,5,7,8,8,4,9,10,7
"V3608",5,6,5,1,6,6,5,10,6,1
"V3609",10,8,7,6,10,7,5,6,6,1
"V3610",8,4,4,10,3,9,9,7,5,2
"V3611",1,4,6,9,6,3,2,2,2,9
"V3612",3,8,10,3,1,5,8,7,8,6
"V3613",5,3,7,7,3,9,6,1,2,2
"V3614",10,9,1,2,4,4,1,3,3,10
"V3615",2,1,6,5,9,1,5,2,8,8
"V3616",4,2,8,9,8,4,3,5,10,6
"V3617",8,5,3,5,9,5,8,5,6,8
"V3618",10,5,2,5,10,8,7,4,1,5
"V3619",1,10,9,10,5,5,2,5,3,4
"V3620",5,2,7,7,8,4,3,9,9,9
"V3621",3,7,3,7,6,10,7,2,7,8
"V3622",8,4,7,2,7,6,9,10,6,1
"V3623",2,6,10,4,10,5,8,1,3,5
"V3624",3,9,2,3,2,7,5,4,2,2
"V3625",6,8,9,1,10,8,5,2,4,9
"V3626",7,2,10,7,7,7,10,3,8,2
"V3627",9,7,9,6,4,1,7,4,2,7
"V3628",5,1,1,4,1,8,7,1,2,7
"V3629",4,9,4,4,9,2,7,4,1,8
"V3630",5,1,7,4,7,9,9,8,3,8
"V3631",3,1,9,5,9,7,10,8,7,1
"V3632",2,3,1,5,9,1,7,1,3,6
"V3633",9,7,1,10,10,9,6,3,7,8
"V3634",4,1,1,5,6,6,2,8,7,9
"V3635",5,9,9,3,5,1,1,7,4,1
"V3636",4,3,3,9,5,9,9,8,10,7
"V3637",5,10,5,1,2,1,8,5,6,9
"V3638",4,6,8,9,9,2,6,10,4,1
"V3639",5,4,2,5,8,8,1,5,5,10
"V3640",10,3,5,5,6,6,10,5,10,6
"V3641",3,7,5,8,1,5,10,1,9,2
"V3642",7,7,6,7,1,2,5,4,2,3
"V3643",2,3,8,7,4,7,9,5,5,2
"V3644",9,6,8,9,9,3,10,5,8,10
"V3645",7,3,3,2,9,5,3,2,9,7
"V3646",10,2,3,5,5,1,5,5,5,2
"V3647",9,3,6,2,4,2,2,2,8,5
"V3648",1,8,7,3,4,4,10,8,4,8
"V3649",6,2,4,5,10,2,7,4,9,10
"V3650",2,1,3,7,3,6,2,4,9,9
"V3651",5,1,6,4,10,5,10,6,3,8
"V3652",2,5,3,5,1,3,4,3,1,2
"V3653",2,2,7,8,8,1,7,8,2,9
"V3654",8,4,5,3,7,1,10,7,10,1
"V3655",3,7,8,9,4,5,4,3,10,10
"V3656",8,7,10,6,1,9,10,7,6,3
"V3657",10,9,2,4,10,1,10,1,1,7
"V3658",7,4,4,10,1,1,6,5,7,5
"V3659",1,2,8,9,6,8,3,5,9,4
"V3660",5,9,6,6,9,5,7,2,9,1
"V3661",1,2,1,1,4,5,4,10,1,3
"V3662",5,2,5,7,2,6,5,1,1,9
"V3663",2,7,5,4,10,1,5,10,2,4
"V3664",3,5,9,4,10,8,4,4,9,5
"V3665",8,1,6,5,7,5,5,6,9,5
"V3666",1,3,5,4,7,10,4,2,8,2
"V3667",1,10,10,2,6,4,6,5,8,2
"V3668",2,6,7,4,3,5,10,3,9,9
"V3669",8,4,6,8,10,10,3,4,10,2
"V3670",7,3,10,9,9,3,7,6,5,9
"V3671",8,10,8,4,8,3,10,4,4,4
"V3672",2,3,3,10,5,1,4,9,4,10
"V3673",4,6,9,4,5,6,7,5,4,2
"V3674",2,8,3,8,1,3,3,1,8,1
"V3675",2,3,6,10,2,10,6,3,2,4
"V3676",3,2,8,3,3,7,5,5,3,4
"V3677",1,2,6,6,9,8,3,3,3,6
"V3678",5,3,6,2,4,1,7,6,10,2
"V3679",1,8,2,5,9,6,7,1,5,5
"V3680",6,8,9,5,9,10,8,3,4,5
"V3681",4,6,2,2,5,4,1,8,9,1
"V3682",1,10,2,6,10,7,7,6,10,1
"V3683",6,4,3,1,7,5,3,6,7,7
"V3684",2,7,6,4,7,6,9,9,1,1
"V3685",3,5,2,5,2,8,1,4,8,6
"V3686",8,10,1,8,1,1,8,9,4,5
"V3687",3,6,4,9,9,1,1,6,6,10
"V3688",6,8,7,7,9,9,4,2,9,7
"V3689",10,5,9,2,5,1,2,5,5,8
"V3690",2,8,5,8,5,6,2,1,2,4
"V3691",4,2,9,8,9,10,4,8,3,1
"V3692",6,2,2,3,10,10,10,6,10,9
"V3693",6,2,4,6,7,2,9,1,5,10
"V3694",4,4,6,2,3,4,1,10,10,4
"V3695",6,5,9,6,6,4,7,3,9,2
"V3696",5,6,4,5,4,1,6,3,2,10
"V3697",1,8,9,4,3,2,3,7,8,6
"V3698",10,2,7,1,6,3,9,5,7,1
"V3699",4,6,7,9,5,8,2,10,4,5
"V3700",5,8,5,5,4,4,2,1,8,2
"V3701",3,10,4,4,8,4,1,9,8,8
"V3702",3,2,4,5,7,3,5,3,7,9
"V3703",4,5,1,6,3,6,1,1,2,6
"V3704",4,1,10,6,8,9,2,4,8,1
"V3705",1,9,7,4,1,6,1,2,1,6
"V3706",3,1,7,7,9,2,4,8,9,4
"V3707",3,7,10,7,6,8,10,1,8,6
"V3708",8,4,3,5,10,9,3,10,1,4
"V3709",2,9,10,4,5,10,7,6,10,4
"V3710",2,1,1,9,5,1,7,4,8,9
"V3711",7,9,7,5,2,7,10,1,4,5
"V3712",3,7,1,10,8,4,4,5,7,5
"V3713",6,10,4,7,8,2,8,7,10,6
"V3714",9,7,5,5,2,3,7,4,3,1
"V3715",5,5,5,10,6,5,9,5,4,1
"V3716",8,9,8,9,3,9,3,1,1,3
"V3717",10,8,2,2,2,2,10,3,2,1
"V3718",10,5,6,4,5,9,9,4,8,8
"V3719",4,3,3,10,10,8,10,8,6,7
"V3720",9,3,5,9,7,7,6,8,1,10
"V3721",9,8,1,2,1,5,1,1,5,1
"V3722",9,7,10,7,5,2,9,8,6,7
"V3723",5,1,6,5,4,1,6,8,3,7
"V3724",6,3,1,6,9,2,10,7,7,2
"V3725",4,3,1,2,5,4,2,8,2,5
"V3726",4,5,5,7,10,4,4,10,2,2
"V3727",4,2,1,10,8,5,2,3,6,3
"V3728",3,1,10,1,10,3,8,4,3,1
"V3729",5,10,4,7,9,5,7,7,7,4
"V3730",4,8,8,3,6,7,10,4,3,8
"V3731",6,2,1,3,2,6,1,6,5,4
"V3732",10,7,2,9,2,5,5,10,5,10
"V3733",2,2,5,4,9,4,3,5,9,10
"V3734",4,1,4,4,3,3,2,2,1,9
"V3735",6,6,4,4,7,6,9,3,6,7
"V3736",10,3,5,2,5,5,5,2,7,7
"V3737",9,3,6,7,8,2,3,2,1,5
"V3738",7,7,6,4,7,7,4,2,7,8
"V3739",7,10,6,7,9,5,4,10,10,4
"V3740",10,3,4,7,5,3,5,1,3,6
"V3741",4,9,2,3,9,3,5,1,8,1
"V3742",4,6,2,4,3,2,4,3,4,4
"V3743",3,8,1,8,8,7,5,5,7,9
"V3744",7,10,2,6,7,3,9,3,4,3
"V3745",6,4,4,2,4,10,4,7,8,3
"V3746",2,6,6,6,3,8,9,5,9,6
"V3747",7,5,4,5,7,7,10,6,9,1
"V3748",8,3,8,6,4,3,6,7,2,4
"V3749",5,6,5,3,9,7,7,3,4,2
"V3750",8,1,7,2,1,2,7,10,4,1
"V3751",6,3,2,5,3,6,10,9,1,2
"V3752",9,5,7,9,6,4,4,2,6,2
"V3753",1,9,7,8,6,5,6,9,3,7
"V3754",6,7,4,2,7,5,2,9,7,6
"V3755",8,2,10,2,5,5,1,9,8,7
"V3756",4,8,3,8,1,5,10,2,2,8
"V3757",3,4,7,2,5,9,6,5,7,3
"V3758",3,3,6,9,1,10,1,8,6,3
"V3759",7,8,7,1,2,5,10,3,6,1
"V3760",8,6,4,7,4,3,6,8,3,4
"V3761",10,10,5,2,5,5,7,8,6,2
"V3762",4,8,1,6,8,5,2,8,2,8
"V3763",5,2,2,2,7,7,3,6,9,10
"V3764",8,9,10,8,6,9,5,6,1,9
"V3765",2,5,10,8,5,9,10,3,4,10
"V3766",3,6,10,9,5,2,4,8,4,6
"V3767",6,4,10,2,4,10,7,3,5,3
"V3768",3,2,6,9,2,9,10,10,10,9
"V3769",4,4,6,10,1,5,8,4,5,3
"V3770",6,4,5,7,2,3,2,7,10,3
"V3771",8,2,1,4,10,8,10,7,8,8
"V3772",5,5,2,9,2,1,2,10,5,6
"V3773",4,10,9,8,3,10,9,3,1,8
"V3774",9,9,6,9,7,5,2,2,1,8
"V3775",6,9,4,6,2,10,7,1,2,3
"V3776",9,8,5,7,9,6,2,2,1,9
"V3777",10,9,8,1,6,9,7,10,7,1
"V3778",5,6,4,1,8,10,1,2,2,2
"V3779",4,2,1,7,10,5,7,9,5,9
"V3780",9,8,4,9,9,9,6,3,6,3
"V3781",4,10,5,10,8,5,5,4,9,6
"V3782",2,2,10,1,7,3,10,5,7,8
"V3783",2,4,8,8,2,4,9,6,7,5
"V3784",5,3,7,5,1,3,9,4,3,1
"V3785",8,7,2,6,6,2,3,3,8,1
"V3786",9,5,9,10,6,7,1,6,6,9
"V3787",3,10,3,7,7,9,1,8,8,7
"V3788",9,7,4,7,10,10,8,10,10,4
"V3789",2,4,6,8,10,4,7,9,5,6
"V3790",7,5,4,7,6,9,4,2,5,7
"V3791",3,8,5,9,9,9,3,2,4,4
"V3792",10,3,5,8,7,4,8,1,8,3
"V3793",9,3,2,6,9,7,2,2,7,7
"V3794",10,1,5,9,9,4,9,8,5,6
"V3795",5,2,3,4,10,8,6,10,9,3
"V3796",6,10,1,6,5,9,9,3,3,8
"V3797",10,1,6,1,9,5,6,4,4,8
"V3798",7,10,4,3,2,1,4,9,5,9
"V3799",9,1,7,3,8,8,2,8,5,7
"V3800",5,4,4,7,10,10,8,2,7,6
"V3801",8,9,3,10,8,9,3,7,6,8
"V3802",9,10,5,10,6,9,7,8,8,6
"V3803",7,10,9,1,4,7,4,1,9,6
"V3804",9,7,4,9,9,10,7,6,8,8
"V3805",4,1,9,2,9,6,5,3,2,1
"V3806",10,10,3,4,5,6,8,6,7,10
"V3807",2,2,1,10,4,7,8,10,9,3
"V3808",5,1,6,7,1,6,4,2,4,5
"V3809",10,10,9,9,4,4,9,5,5,10
"V3810",4,10,7,5,6,4,8,4,8,2
"V3811",1,9,5,2,10,1,1,4,10,6
"V3812",9,1,6,9,5,9,9,8,3,7
"V3813",1,10,8,7,2,6,1,2,2,1
"V3814",10,10,6,8,9,1,8,6,9,2
"V3815",7,3,8,7,8,5,6,10,6,4
"V3816",1,1,8,3,1,2,3,10,2,5
"V3817",8,4,8,6,1,2,3,6,6,1
"V3818",10,6,10,4,4,3,9,10,2,2
"V3819",6,9,9,8,3,9,9,2,3,10
"V3820",9,6,8,9,5,8,7,4,4,4
"V3821",1,5,6,3,10,9,6,3,8,1
"V3822",7,3,9,4,1,10,9,1,10,5
"V3823",7,7,8,10,10,10,4,6,8,6
"V3824",3,2,10,8,10,4,10,1,6,1
"V3825",3,1,10,9,6,3,4,8,10,5
"V3826",10,10,5,5,4,6,10,3,4,9
"V3827",9,7,9,9,9,9,9,5,4,10
"V3828",10,3,2,4,4,5,8,9,9,10
"V3829",9,6,9,1,3,3,4,6,9,9
"V3830",4,4,7,5,2,10,6,8,7,8
"V3831",1,5,10,8,9,4,4,5,10,2
"V3832",1,10,10,3,4,10,8,3,9,5
"V3833",7,5,4,2,3,10,8,1,2,1
"V3834",7,1,10,2,8,9,8,2,5,6
"V3835",10,7,4,9,8,1,1,6,6,8
"V3836",2,1,4,4,1,7,6,10,3,9
"V3837",3,2,10,10,3,3,2,3,8,9
"V3838",9,3,10,3,4,1,9,9,6,6
"V3839",3,10,2,3,6,3,5,6,9,6
"V3840",6,6,4,10,6,3,10,9,1,3
"V3841",8,1,10,8,8,10,4,6,9,7
"V3842",8,6,4,7,10,7,5,2,8,7
"V3843",7,8,5,8,8,9,9,8,1,5
"V3844",4,2,9,6,10,4,4,9,10,6
"V3845",9,3,1,4,10,6,6,10,8,2
"V3846",1,6,8,8,4,6,3,1,4,8
"V3847",1,10,9,5,3,3,2,1,3,9
"V3848",8,6,3,7,1,7,3,10,10,6
"V3849",6,1,9,6,9,10,6,7,1,1
"V3850",4,6,3,3,9,1,4,10,6,8
"V3851",4,3,1,7,10,5,1,8,10,2
"V3852",4,6,6,9,3,2,10,6,1,9
"V3853",7,7,4,9,8,1,5,9,1,5
"V3854",1,10,10,7,3,10,5,8,8,8
"V3855",8,5,7,9,2,4,3,1,6,10
"V3856",1,8,5,3,9,10,2,6,4,4
"V3857",3,4,7,2,3,6,9,1,7,6
"V3858",5,7,2,10,2,10,10,6,6,10
"V3859",10,5,9,3,8,10,4,10,2,2
"V3860",9,6,7,3,7,5,3,8,9,10
"V3861",7,1,4,5,7,5,10,5,10,10
"V3862",3,4,2,6,2,9,9,6,1,5
"V3863",8,3,10,10,4,5,10,7,10,8
"V3864",8,2,9,6,7,1,9,6,10,4
"V3865",5,6,10,5,6,1,8,4,6,8
"V3866",5,10,2,10,6,5,4,1,1,4
"V3867",10,6,2,5,5,7,2,5,8,4
"V3868",4,2,9,1,2,5,8,6,6,10
"V3869",2,8,6,5,4,8,1,5,8,4
"V3870",3,9,10,8,9,1,3,9,8,2
"V3871",6,6,2,1,7,3,1,3,10,2
"V3872",6,8,5,1,1,3,6,8,1,2
"V3873",10,8,5,7,2,3,10,5,1,6
"V3874",4,3,3,10,8,5,8,1,9,7
"V3875",10,10,9,7,6,10,1,4,1,3
"V3876",2,3,2,3,7,3,8,1,2,5
"V3877",3,9,6,5,6,5,10,8,1,3
"V3878",10,5,3,7,4,6,8,1,6,4
"V3879",2,2,2,3,6,8,9,8,1,9
"V3880",5,5,4,8,7,1,5,8,8,10
"V3881",4,5,4,3,5,1,2,3,7,1
"V3882",5,8,8,6,6,5,1,7,4,1
"V3883",3,10,4,5,2,3,4,6,8,1
"V3884",3,6,9,1,9,7,2,8,5,10
"V3885",6,10,9,1,1,5,6,8,10,6
"V3886",9,2,4,6,1,10,4,3,2,7
"V3887",3,1,9,4,7,9,8,4,10,2
"V3888",6,1,8,6,7,8,8,9,8,2
"V3889",1,3,6,8,6,1,7,4,1,3
"V3890",7,8,7,5,6,10,10,3,4,9
"V3891",3,2,5,6,6,10,1,1,9,10
"V3892",9,2,3,10,4,2,3,9,10,9
"V3893",6,3,6,7,5,7,7,9,1,5
"V3894",5,2,5,8,1,2,2,2,10,5
"V3895",7,8,5,9,10,5,8,1,2,8
"V3896",5,10,2,4,3,2,6,8,8,4
"V3897",4,7,6,6,7,7,4,4,5,9
"V3898",1,4,6,10,10,7,2,5,10,6
"V3899",1,3,8,9,9,7,1,4,8,10
"V3900",10,2,10,8,1,4,9,6,10,5
"V3901",10,5,10,8,2,4,5,3,9,5
"V3902",6,6,6,8,4,1,2,8,5,10
"V3903",2,7,10,5,8,1,2,6,2,10
"V3904",8,10,6,6,4,4,1,10,2,2
"V3905",9,7,9,6,8,7,5,3,8,5
"V3906",1,9,6,9,8,9,7,5,9,4
"V3907",4,6,4,10,5,5,8,5,9,1
"V3908",10,5,2,9,10,8,2,8,7,6
"V3909",6,8,5,1,9,6,7,2,8,3
"V3910",2,8,1,3,3,7,10,8,7,7
"V3911",10,3,1,7,4,1,6,7,3,2
"V3912",3,7,3,5,2,8,4,9,3,3
"V3913",7,5,3,5,9,4,5,6,5,1
"V3914",9,5,3,6,4,2,4,10,7,1
"V3915",7,4,7,5,6,1,3,5,7,1
"V3916",4,5,6,9,6,4,6,1,3,6
"V3917",3,10,8,1,2,10,9,3,10,5
"V3918",4,3,1,7,5,9,10,1,9,6
"V3919",9,10,7,3,2,4,2,2,9,6
"V3920",7,1,9,10,1,3,3,1,7,3
"V3921",2,1,6,4,8,4,5,4,10,2
"V3922",7,10,6,6,5,3,7,8,4,2
"V3923",1,4,10,4,4,7,1,5,6,2
"V3924",2,7,7,2,10,1,7,6,7,9
"V3925",5,7,5,9,8,6,5,9,3,3
"V3926",3,3,3,8,3,8,8,8,5,9
"V3927",7,1,4,4,7,10,1,2,7,5
"V3928",5,6,8,8,1,7,8,8,5,3
"V3929",8,2,5,9,9,10,9,5,10,1
"V3930",2,8,5,2,9,9,9,7,7,10
"V3931",7,3,6,8,2,10,2,3,5,8
"V3932",5,2,2,8,4,7,5,2,5,4
"V3933",1,7,5,1,4,2,8,1,7,7
"V3934",10,6,7,1,1,10,8,4,8,7
"V3935",10,4,1,8,9,4,9,6,1,1
"V3936",1,3,10,5,4,6,9,10,5,7
"V3937",9,5,5,5,6,2,2,9,2,3
"V3938",9,10,1,1,8,6,9,7,6,8
"V3939",4,9,6,3,9,2,3,8,8,8
"V3940",4,1,5,9,6,3,6,4,9,8
"V3941",1,4,4,6,3,2,8,7,3,7
"V3942",4,7,9,8,7,2,1,8,1,2
"V3943",7,1,9,1,4,3,6,1,9,7
"V3944",2,3,2,2,8,6,4,3,7,10
"V3945",3,1,3,8,7,6,7,5,8,6
"V3946",6,1,5,3,9,4,9,9,3,4
"V3947",8,9,7,3,5,7,6,3,4,5
"V3948",2,10,2,10,10,2,1,9,8,9
"V3949",5,6,8,5,5,5,6,3,2,2
"V3950",1,7,3,10,2,5,5,3,6,7
"V3951",4,2,10,9,10,2,6,2,8,10
"V3952",1,9,9,1,7,1,5,3,3,9
"V3953",7,6,4,2,3,2,4,2,8,6
"V3954",1,10,10,9,4,3,7,10,4,8
"V3955",1,8,10,2,1,4,7,10,6,6
"V3956",8,4,3,8,5,3,5,3,3,9
"V3957",2,1,2,8,10,5,8,3,6,9
"V3958",3,2,5,6,2,8,6,5,4,4
"V3959",10,8,8,10,1,6,10,7,3,10
"V3960",1,5,8,9,8,5,5,8,3,7
"V3961",1,6,3,2,9,2,4,1,8,8
"V3962",10,6,6,6,8,10,7,9,6,2
"V3963",3,1,5,3,7,4,10,10,7,4
"V3964",2,1,1,4,2,1,7,9,1,4
"V3965",4,3,2,5,4,10,9,9,7,10
"V3966",9,5,10,3,4,9,10,10,7,2
"V3967",2,7,4,9,5,10,9,6,6,7
"V3968",6,2,2,9,10,7,8,6,7,8
"V3969",3,1,1,6,9,6,5,10,10,3
"V3970",3,6,2,2,10,1,3,7,9,8
"V3971",9,4,10,8,9,4,8,1,2,10
"V3972",1,4,3,2,8,8,2,3,1,8
"V3973",1,1,5,2,8,1,4,3,7,7
"V3974",9,4,2,1,8,3,1,8,2,3
"V3975",10,8,6,1,4,3,1,9,1,10
"V3976",5,7,10,3,6,4,2,10,1,8
"V3977",6,7,9,7,8,3,10,2,9,5
"V3978",9,7,6,5,9,10,2,7,6,3
"V3979",10,5,2,2,3,9,9,9,7,2
"V3980",10,8,4,8,8,4,9,5,8,5
"V3981",7,2,5,8,1,5,5,1,7,5
"V3982",10,1,3,1,9,1,4,2,2,1
"V3983",1,10,1,9,1,6,4,8,4,8
"V3984",8,1,3,6,4,4,5,9,5,3
"V3985",8,1,9,2,1,8,5,9,9,7
"V3986",3,9,3,9,7,1,3,10,9,1
"V3987",10,3,2,8,9,8,2,4,4,10
"V3988",7,3,4,2,6,7,2,10,7,7
"V3989",6,10,8,9,6,7,10,4,6,9
"V3990",7,5,5,8,7,1,8,3,7,5
"V3991",4,8,4,7,2,8,2,10,8,4
"V3992",10,9,8,7,1,10,2,7,10,2
"V3993",7,3,5,9,8,1,7,4,9,8
"V3994",8,9,8,2,9,1,1,1,2,9
"V3995",9,8,7,3,9,10,8,2,1,1
"V3996",4,2,7,2,6,2,1,1,7,7
"V3997",2,7,3,5,6,8,9,9,6,7
"V3998",10,2,7,6,6,1,4,1,8,2
"V3999",3,3,3,10,6,6,8,7,8,9
"V4000",7,10,5,5,2,8,4,9,6,7
"V4001",7,2,9,5,8,9,5,1,10,4
"V4002",9,4,1,3,7,8,9,4,7,3
"V4003",5,10,1,1,6,2,4,7,8,4
"V4004",2,2,8,8,3,4,9,7,10,5
"V4005",4,8,2,9,5,2,9,6,2,9
"V4006",2,9,10,10,6,1,3,1,2,1
"V4007",8,9,2,7,9,10,7,10,8,10
"V4008",6,10,2,2,7,3,4,2,6,4
"V4009",2,6,9,4,6,1,7,7,1,8
"V4010",1,4,7,10,2,7,8,3,6,6
"V4011",1,3,1,7,3,5,1,9,1,8
"V4012",6,10,6,5,10,4,2,9,1,3
"V4013",6,10,9,6,7,8,2,6,7,3
"V4014",2,4,3,2,4,8,1,9,9,2
"V4015",2,9,4,2,4,7,3,4,10,7
"V4016",8,10,9,9,2,8,2,8,8,1
"V4017",8,7,3,5,2,7,8,6,10,10
"V4018",9,1,1,10,6,10,3,3,6,5
"V4019",5,2,1,10,10,4,8,6,3,4
"V4020",2,5,7,8,1,4,3,6,8,10
"V4021",4,5,9,8,5,9,10,10,3,2
"V4022",10,8,7,3,3,9,9,4,8,10
"V4023",2,6,5,2,10,5,7,1,5,1
"V4024",5,2,9,1,4,2,4,9,5,8
"V4025",10,3,3,2,7,2,6,5,6,3
"V4026",3,6,9,6,7,9,1,3,1,2
"V4027",5,2,7,7,10,6,1,6,2,1
"V4028",5,7,5,8,2,3,5,9,4,4
"V4029",5,6,4,4,4,9,9,5,6,2
"V4030",4,2,9,9,2,10,1,7,3,4
"V4031",5,8,9,1,3,5,5,3,5,10
"V4032",1,3,5,4,6,1,8,5,2,2
"V4033",8,6,3,9,7,10,1,7,7,8
"V4034",3,5,3,1,2,5,1,5,7,4
"V4035",2,8,8,3,8,8,10,9,7,1
"V4036",9,3,3,3,3,1,5,2,1,3
"V4037",6,9,9,3,7,1,1,9,9,9
"V4038",2,5,6,7,7,8,7,7,5,2
"V4039",2,9,4,10,9,3,8,10,6,7
"V4040",2,9,10,6,10,3,5,1,9,3
"V4041",3,5,1,1,4,10,2,7,10,3
"V4042",6,4,4,3,5,10,7,8,7,3
"V4043",10,10,2,4,9,7,7,6,8,1
"V4044",8,8,3,2,5,5,4,9,5,3
"V4045",10,10,2,1,5,9,6,10,7,3
"V4046",1,6,2,2,5,4,9,2,8,9
"V4047",10,8,6,2,3,9,2,10,7,2
"V4048",5,10,8,4,9,7,8,2,5,5
"V4049",7,6,9,10,6,2,5,4,10,10
"V4050",1,2,3,9,10,5,7,2,1,3
"V4051",10,5,2,7,1,6,9,8,2,7
"V4052",10,10,4,1,8,2,3,7,8,9
"V4053",3,6,2,10,3,8,5,10,5,8
"V4054",5,3,10,3,8,5,7,7,8,7
"V4055",1,4,7,3,10,4,6,10,10,8
"V4056",6,10,4,4,3,10,7,8,9,7
"V4057",8,7,5,6,1,4,9,4,9,4
"V4058",9,4,9,5,5,6,9,6,7,3
"V4059",5,6,1,8,8,8,4,10,7,1
"V4060",5,7,10,3,1,8,9,6,3,8
"V4061",3,10,10,1,1,6,6,5,6,3
"V4062",6,6,4,10,9,3,6,4,2,6
"V4063",5,8,10,8,1,6,7,5,8,2
"V4064",5,6,9,2,2,7,3,10,7,10
"V4065",10,1,9,10,10,9,1,2,5,3
"V4066",7,10,6,3,10,9,8,1,4,6
"V4067",6,3,5,5,6,8,3,8,3,3
"V4068",6,6,8,4,5,3,5,1,3,6
"V4069",9,4,6,2,6,1,3,3,7,8
"V4070",5,2,10,8,6,4,7,9,7,10
"V4071",8,8,3,10,9,10,5,3,9,9
"V4072",9,1,9,3,10,6,6,2,1,7
"V4073",7,10,4,2,3,6,1,8,9,4
"V4074",5,4,8,3,10,4,9,4,5,2
"V4075",10,1,5,3,1,8,1,1,3,6
"V4076",6,10,10,7,7,1,7,4,2,5
"V4077",10,6,8,5,1,8,3,10,9,7
"V4078",1,7,2,5,9,3,1,9,9,3
"V4079",1,7,1,6,10,9,7,2,4,9
"V4080",9,3,7,7,4,4,4,5,2,7
"V4081",6,2,10,7,10,5,3,9,2,8
"V4082",4,6,10,5,10,6,1,3,1,2
"V4083",10,4,1,6,3,10,2,3,3,4
"V4084",2,1,4,1,7,8,10,10,3,10
"V4085",7,10,5,6,4,9,9,6,4,5
"V4086",6,8,3,3,4,8,1,5,7,9
"V4087",3,10,3,9,6,3,1,6,9,6
"V4088",9,4,2,5,2,1,2,8,9,10
"V4089",4,6,5,1,1,7,9,8,10,1
"V4090",4,3,8,4,1,8,8,1,7,6
"V4091",2,6,3,4,1,1,8,6,10,9
"V4092",4,6,2,9,5,10,4,4,7,6
"V4093",7,9,5,1,7,9,9,6,5,3
"V4094",3,10,4,7,10,6,10,3,1,10
"V4095",6,5,10,10,6,8,10,1,4,6
"V4096",7,10,1,5,5,1,1,10,2,3
"V4097",7,6,6,4,8,9,3,8,1,5
"V4098",9,10,5,5,9,8,1,2,3,5
"V4099",3,8,5,3,2,5,3,10,2,7
"V4100",2,4,4,10,1,10,4,4,9,10
"V4101",6,1,4,3,9,7,4,5,6,7
"V4102",4,8,9,7,5,5,10,4,10,3
"V4103",4,10,9,10,6,9,6,2,7,4
"V4104",3,7,8,2,4,9,1,8,6,9
"V4105",5,10,1,3,4,2,7,2,2,4
"V4106",10,8,6,9,2,4,9,8,10,4
"V4107",3,10,4,6,9,1,6,3,1,9
"V4108",6,1,2,10,6,5,6,2,4,9
"V4109",7,2,7,7,10,4,9,5,2,8
"V4110",3,3,1,3,4,2,5,5,6,10
"V4111",4,5,6,9,1,2,8,3,6,10
"V4112",7,2,8,6,6,5,8,9,5,5
"V4113",6,1,8,7,7,6,3,7,8,1
"V4114",2,8,10,5,9,3,6,1,5,1
"V4115",5,4,1,8,2,7,3,1,1,1
"V4116",10,5,4,3,2,4,3,9,4,4
"V4117",4,9,4,6,1,8,4,3,1,8
"V4118",2,3,3,4,1,2,4,6,1,10
"V4119",1,9,3,7,6,9,5,3,2,5
"V4120",7,1,9,5,6,3,8,10,8,10
"V4121",6,6,3,7,2,8,8,10,7,4
"V4122",5,3,2,3,6,1,3,1,4,5
"V4123",7,1,5,10,5,2,5,2,8,2
"V4124",9,4,8,3,2,9,5,10,7,10
"V4125",1,4,1,4,8,6,7,2,4,9
"V4126",9,7,10,10,3,6,6,5,2,6
"V4127",6,5,6,4,3,5,1,9,6,8
"V4128",3,4,7,7,6,3,10,9,5,8
"V4129",8,5,1,3,7,6,5,4,10,8
"V4130",4,9,9,1,8,1,10,7,8,8
"V4131",9,1,10,8,2,7,8,3,10,5
"V4132",10,9,10,8,6,7,2,8,1,9
"V4133",4,1,2,8,3,9,4,2,10,10
"V4134",9,10,6,7,9,9,10,3,4,3
"V4135",5,9,7,2,5,3,1,7,4,8
"V4136",1,8,10,2,6,5,6,8,7,5
"V4137",1,3,4,9,9,4,5,5,4,8
"V4138",7,9,3,8,9,8,2,3,4,7
"V4139",7,6,4,10,10,6,2,10,3,10
"V4140",7,4,1,10,3,7,8,7,7,1
"V4141",5,1,9,4,8,5,5,9,2,10
"V4142",8,5,8,9,3,6,3,10,10,8
"V4143",5,5,4,3,2,1,5,9,9,9
"V4144",3,2,5,6,2,3,8,6,2,1
